Product ID,Product Name,Brand,Price (SAR),Currency,Source Site,Source Category,Product URL,Image URL,Gender Target,Age Group,Interest Category,Occasion,Recipient Type,Price Tier,Luxury Level,Recommendation Tags,Data Quality,Source File,Category,Sub Category,Gift Type,Description
GIFT-33207,"1981 My Juicy Sheer Lipstick, 1.6g",Dolce & Gabbana Beauty,234.0,SAR,Ounass,Makeup,https://en-saudi.ounass.com/shop-dolce-gabbana-beauty-1981-my-juicy-sheer-lipstick-1-6g-217830790_15.html,"https://ounass-sa.atgcdn.ae/small_light(dw=350,of=webp)/pub/media/catalog/product/2/1/217830803_nocolor_in.jpg?ts=1730973092.8813",Unisex,Teen–Adult,Beauty & Self-Care,General / Any Occasion,Anyone,SAR 100-299,Affordable,Beauty & Self-Care | Unisex | Teen–Adult | General / Any Occasion | Anyone | SAR 100-299,Complete,ounas-makeup.csv,Beauty & Self-Care,Makeup,Beauty / Self-Care Gift,"1981 My Juicy Sheer Lipstick, 1.6g by Dolce & Gabbana Beauty is a beauty / self-care gift in the makeup subcategory, suited to anyone, available from Ounass."
GIFT-20191,Xiaomi Redmi Pad 2 Pro Tablet - 5G with Keyboard 2025,,1499.0,SAR,Jarir,Tablets,https://www.jarir.com/sa-en/xiaomi-redmi-pad-2-pro-tablet-pc-671490.html,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=380,height=380,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/d/e/c/2/dec288ee6f782e119d2a76372607c71c8451b054_671490.jpg",Unisex,All Ages,Technology & Gadgets,Birthday | General / Any Occasion,Anyone,"SAR 700-1,499",Luxury,"Technology & Gadgets | Unisex | All Ages | Birthday | General / Any Occasion | Anyone | SAR 700-1,499",Missing: Brand,jarir-tablets.csv,Technology & Gadgets,Electronics,Single Product,"Xiaomi Redmi Pad 2 Pro Tablet - 5G with Keyboard 2025 is a single product in the electronics subcategory, suited to anyone, available from Jarir."
GIFT-47021,Europa Universalis V,Steam,222.95,SAR,Steam,PC Games,https://store.steampowered.com/app/3450310/Europa_Universalis_V,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3450310/316b37af2cab006c4a3900117187223711f3e6f5/capsule_231x87_alt_assets_2.jpg?t=1783587668,Unisex,Teen–Adult,Gaming & Tech,Birthday | Graduation | General / Any Occasion,Teen / Adult,SAR 100-299,Affordable,Gaming & Tech | Unisex | Teen–Adult | Birthday | Graduation | General / Any Occasion | Teen / Adult | SAR 100-299,Complete,steam-games.csv,Gaming & Tech,PC Games,Digital Game,"Europa Universalis V, a PC game on Steam, released 4 Nov, 2025."
GIFT-07761,Mubkhar Luxury Gift Set | Love Dad Flowers,,931.0,SAR,Floward,Perfumes | Fashion | Womens Gift | Mens Gift,https://floward.com/en-sa/riyadh/buy-and-send-this-sku-is-fday.-flowers-gifts-online-227095.html,"https://floward.imgix.net/web/Files/thumPro/023befa0-15d6-46dd-bdd9-b6bc35aad85d.jpg?w=308&h=308&fit=crop&auto=format,compress",Unisex,Teen–Adult,Beauty & Self-Care,Birthday | Anniversary | Graduation | General / Any Occasion,Anyone,"SAR 700-1,499",Premium,"Beauty & Self-Care | Unisex | Teen–Adult | Birthday | Anniversary | Graduation | General / Any Occasion | Anyone | SAR 700-1,499",Missing: Brand,floward-perfumes.csv,Beauty & Self-Care,Perfume & Fragrance,Gift Set / Bundle,"Mubkhar Luxury Gift Set | Love Dad Flowers is a gift set / bundle in the perfume & fragrance subcategory, suited to anyone, available from Floward."
GIFT-12634,Tone TV Unit - 180 cm,,799.0,SAR,Homecenter,Living Room,https://www.homecentre.com/sa/en/buy-tone-tv-unit--180-cm/p/168258178,https://cdn.media.amplience.net/i/lmg/website_images_static-pages_brand_exp_brand2images_loadingimages_homecentre_sa_en_loading_150@2x?fmt=auto,Unisex,Adult only,Home & Décor,General / Any Occasion,Family / Home,"SAR 700-1,499",Premium,"Home & Décor | Unisex | Adult only | General / Any Occasion | Family / Home | SAR 700-1,499",Missing: Brand,homecentre-living-room.csv,Home & Décor,Living Room,Single Product,"Tone TV Unit - 180 cm is a single product in the living room subcategory, suited to family / home, available from Homecenter."
GIFT-30515,Noor Baguette Sapphire & Diamond Ring in 18kt Rose Gold,Samra,10075.0,SAR,Ounass,Jewellery,https://en-saudi.ounass.com/shop-samra-noor-baguette-sapphire-diamond-ring-in-18kt-rose-gold-for-women-217544695_206.html,"https://ounass-sa.atgcdn.ae/small_light(dw=350,of=webp)/pub/media/catalog/product/2/1/217544695_pink-gold_in.jpg?ts=1720013790.3514",Female,Teen–Adult,Jewelry & Watches,Birthday | Anniversary | Graduation | General / Any Occasion,Her,"SAR 1,500+",Luxury,"Jewelry & Watches | Female | Teen–Adult | Birthday | Anniversary | Graduation | General / Any Occasion | Her | SAR 1,500+",Complete,ounas-jewellery.csv,Jewelry & Watches,Jewellery,Fashion Accessory,"Noor Baguette Sapphire & Diamond Ring in 18kt Rose Gold by Samra is a fashion accessory in the jewellery subcategory, suited to her, available from Ounass."
GIFT-00645,Kids Letter F Jibbitz™ Shoe Charm,Crocs,25.0,SAR,Bloomingdales,Baby Gifts,https://en.bloomingdales.sa/crocs-kids-letter-f-jibbitz%E2%84%A2-shoe-charm-ACC217817440xNoColor.html,https://en.bloomingdales.sa/on/demandware.static/-/Sites-bloomingdales-master-catalog/default/dwbe3a8fc0/sfcc-new-blm-production/2/1/7/8/1/217817468_IN.jpg,Unisex,Child–Teen,Fashion & Accessories,General / Any Occasion,Baby / New Parents,Under SAR 100,Budget,Fashion & Accessories | Unisex | Child–Teen | General / Any Occasion | Baby / New Parents | Under SAR 100,Complete,blooming-baby-gifts.csv,Fashion & Accessories,Shoes,Single Product,"Kids Letter F Jibbitz™ Shoe Charm by Crocs is a single product in the shoes subcategory, suited to baby / new parents, available from Bloomingdales."
GIFT-12871,Loreto TV Unit,,489.0,SAR,Homecenter,Living Room,https://www.homecentre.com/sa/en/buy-loreto-tv-unit/p/166898504,https://cdn.media.amplience.net/i/lmg/website_images_static-pages_brand_exp_brand2images_loadingimages_homecentre_sa_en_loading_150@2x?fmt=auto,Unisex,Adult only,Home & Décor,General / Any Occasion,Family / Home,SAR 300-699,Premium,Home & Décor | Unisex | Adult only | General / Any Occasion | Family / Home | SAR 300-699,Missing: Brand,homecentre-living-room.csv,Home & Décor,Living Room,Single Product,"Loreto TV Unit is a single product in the living room subcategory, suited to family / home, available from Homecenter."
GIFT-03420,Discovery Collection Feminine,Parfums de Marly,953.0,SAR,Faces,Beauty Gifts,https://faces.sa/en/p/parfums-de-marly-discovery-collection-feminine-074917492358.html,https://www.faces.sa/dw/image/v2/BJSM_PRD/on/demandware.static/-/Sites-faces-master-catalog/default/dw3fdab416/images/new%20images/074917492358_1.jpg?sw=380&sh=380,Unisex,Teen–Adult,Beauty & Skincare,General / Any Occasion,Anyone,500–999 SAR,Luxury,Beauty & Skincare | Unisex | Teen–Adult | General / Any Occasion | Anyone | 500–999 SAR,Complete,faces.csv,Beauty & Skincare,Skincare,Gift Set / Bundle,"Discovery Collection Feminine by Parfums de Marly is a gift set / bundle in the skincare subcategory, suited to anyone for general, available from Faces."
GIFT-44000,فيجا - لوحة اللمس والمطابقة - 10 مجموعات,,65.0,SAR,Baby Story,Baby Story - Boys,https://baby-story.com/ar/dPxKBEK,https://cdn.salla.sa/qnAdW/e0ac4366-3246-4935-8320-9a29ce0378fa-500x500-Bpq0kpBAO4cQaKFLWaE2NlUVQu8BLGbm5AvTM6gZ.png,Male,Child–Teen,Toys & Games,Birthday | General / Any Occasion,Child,Under SAR 100,Budget,Toys & Games | Male | Child–Teen | Birthday | General / Any Occasion | Child | Under SAR 100,Complete,baby-story-boys.csv,Toys & Games,Toys,Toy / Entertainment,تقوية التواصل الحسي - ذكور وإناث
GIFT-00579,Kids Eagle Logo Velcro Sneakers,Emporio Armani,900.0,SAR,Bloomingdales,Baby Gifts,https://en.bloomingdales.sa/emporio-armani-kids-eagle-logo-velcro-sneakers-SHO217351282xBEIGE.html,https://en.bloomingdales.sa/on/demandware.static/-/Sites-bloomingdales-master-catalog/default/dw33df64fb/sfcc-new-blm-production/2/1/7/3/5/217352601_IN.jpg,Unisex,Child–Teen,Fashion & Accessories,General / Any Occasion,Baby / New Parents,"SAR 700-1,499",Premium,"Fashion & Accessories | Unisex | Child–Teen | General / Any Occasion | Baby / New Parents | SAR 700-1,499",Complete,blooming-baby-gifts.csv,Fashion & Accessories,Shoes,Single Product,"Kids Eagle Logo Velcro Sneakers by Emporio Armani is a single product in the shoes subcategory, suited to baby / new parents, available from Bloomingdales."
GIFT-18798,"Magellan Luggage Set Of 3 (20""/24""/28"")",,1899.0,SAR,Jarir,Office,https://www.jarir.com/sa-en/magellan-mh072-3p-luggage-jpp-8453082421027.html,https://ak-asset.jarir.com/akeneo-prod/catalog/2/5/1/5/25157a10aa5cedd8ea87cd411a18a036de6c1b75_OnlineExclusive_EN.png,Unisex,All Ages,Office & Study,General / Any Occasion,Anyone,"SAR 1,500+",Luxury,"Office & Study | Unisex | All Ages | General / Any Occasion | Anyone | SAR 1,500+",Missing: Brand,jarir-office.csv,Office & Study,Office,Gift Set / Bundle,"Magellan Luggage Set Of 3 (20""/24""/28"") is a gift set / bundle in the office subcategory, suited to anyone, available from Jarir."
GIFT-03525,ريف العطور ريف مجموعة هدايا - (5 أو دو برفيوم × 10 مل),ريف العطور,100.0,SAR,Golden Scent,Gift Sets,https://goldenscent.com/p/reef-perfumes-reef-gift-set-for-men-and-women,https://assets.goldenscent.com/catalog/product/6/2/6287036287559_-_reef_perfumes_-_reef_5_piece_perfume_bag_10ml_-_fd.png,Unisex,All Ages,General Gifts,General / Any Occasion,Anyone,100–249 SAR,Affordable,General Gifts | Unisex | All Ages | General / Any Occasion | Anyone | 100–249 SAR,Complete,goldenscent_Giftsets.csv,General Gifts,Gift Sets,Gift Set / Bundle,"ريف العطور ريف مجموعة هدايا - (5 أو دو برفيوم × 10 مل) by ريف العطور is a gift set / bundle in the gift sets subcategory, suited to anyone for general, available from Golden Scent."
GIFT-33486,"520R Moonlight Crush Hydrating Lip Plumper Puffer Gloss, 6.5ml",Valentino Beauty,224.0,SAR,Ounass,Makeup,https://en-saudi.ounass.com/shop-valentino-beauty-520r-moonlight-crush-hydrating-lip-plumper-puffer-gloss-6-5ml-for-unisex-218387939_16.html,"https://ounass-sa.atgcdn.ae/small_light(dw=350,of=webp)/pub/media/catalog/product/2/1/218387944_nocolor_in.jpg?ts=1745383602.9873",Unisex,Teen–Adult,Beauty & Self-Care,General / Any Occasion,Anyone,SAR 100-299,Affordable,Beauty & Self-Care | Unisex | Teen–Adult | General / Any Occasion | Anyone | SAR 100-299,Complete,ounas-makeup.csv,Beauty & Self-Care,Makeup,Beauty / Self-Care Gift,"520R Moonlight Crush Hydrating Lip Plumper Puffer Gloss, 6.5ml by Valentino Beauty is a beauty / self-care gift in the makeup subcategory, suited to anyone, available from Ounass."
GIFT-07990,Abdul Samad Al Qurashi Viva La Oud Unisex Extrait De Parfum | Graduation Flowers,,690.0,SAR,Floward,Perfumes | Womens Gift | Mens Gift,https://floward.com/en-sa/riyadh/buy-and-send-flowers-with-gift-for-graduation-online-223872.html,"https://floward.imgix.net/web/Files/thumPro/1f4aea4b-8ec7-4ab3-89c0-56f7dd0ac823.jpg?w=308&h=308&fit=crop&auto=format,compress",Unisex,Teen–Adult,Beauty & Self-Care,Graduation,Anyone,SAR 300-699,Premium,Beauty & Self-Care | Unisex | Teen–Adult | Graduation | Anyone | SAR 300-699,Missing: Brand,floward-perfumes.csv,Beauty & Self-Care,Perfume & Fragrance,Beauty / Self-Care Gift,"Abdul Samad Al Qurashi Viva La Oud Unisex Extrait De Parfum | Graduation Flowers is a beauty / self-care gift in the perfume & fragrance subcategory, suited to anyone for graduation, available from Floward."
GIFT-00213,Papillon Necklace,Lumière,770.0,SAR,apm,Jelewry,https://ar.apm.mc/products/double-chain-butterflies-necklace-wc6202ox,https://ar.apm.mc/cdn/shop/files/WC6202OX-b5ab296e.jpg?v=1782355559&width=1200,Unisex,Teen–Adult,Jewelry & Watches,Birthday | Anniversary | Graduation | General / Any Occasion,Anyone,"SAR 700-1,499",Premium,"Jewelry & Watches | Unisex | Teen–Adult | Birthday | Anniversary | Graduation | General / Any Occasion | Anyone | SAR 700-1,499",Complete,apm-jelewry.csv,Jewelry & Watches,Jewellery,Fashion Accessory,"Papillon Necklace by Lumière is a fashion accessory in the jewellery subcategory, suited to anyone, available from apm."
GIFT-05266,خاتم من الفضة الإسترليني بكريستال أخضر زنبركي - وزن - 2.5 غم ، فضي - 925,Pandora,130.0,SAR,Pandora,Rings,https://pandorashop-sa.com/sa/rings/192993c08-2-5-925.html,https://www.pandorashop-sa.com/media/catalog/product/cache/a76a26ea0a7a55dcb689571b33e2045e/1/7/1743212003192993C08.jpg,Unisex,Teen–Adult,Jewellery,Birthday | Anniversary | Graduation | General / Any Occasion,Anyone,100–249 SAR,Affordable,Jewellery | Unisex | Teen–Adult | Birthday | Anniversary | Graduation | General / Any Occasion | Anyone | 100–249 SAR,Complete,pandorashop-sa_rings.csv,Jewellery,Jewellery,Fashion Accessory,"خاتم من الفضة الإسترليني بكريستال أخضر زنبركي - وزن - 2.5 غم ، فضي - 925 by Pandora is a fashion accessory in the jewellery subcategory, suited to anyone for general, available from Pandora."
GIFT-43692,ليتل تايكس - سكوتر الأطفال بثلاث عجلات أزرق | توازن ومتعة آمنة,,99.0,SAR,Baby Story,Baby Story - Boys,https://baby-story.com/ar/VqZzGjp,https://cdn.salla.sa/qnAdW/66679c9b-1e22-4940-8722-25f2915801d8-500x500-SN4u7Y174s5RDKxgdQol3jafJQzrGyaEH5AL2iOP.jpg,Male,Child–Teen,Toys & Games,Birthday | General / Any Occasion,Child,Under SAR 100,Budget,Toys & Games | Male | Child–Teen | Birthday | General / Any Occasion | Child | Under SAR 100,Complete,baby-story-boys.csv,Toys & Games,Toys,Toy / Entertainment,التوازن الحركي - ذكور
GIFT-29386,Emotion Open Bracelet in 18kt Yellow Gold,Fabergé,47538.0,SAR,Ounass,Jewellery,https://en-saudi.ounass.com/shop-faberge-emotion-open-bracelet-in-18kt-yellow-gold-for-women-216818481_195.html,"https://ounass-sa.atgcdn.ae/small_light(dw=350,of=webp)/pub/media/catalog/product/2/1/216818481_multi_in.jpg?ts=1703775230.1246",Female,Teen–Adult,Jewelry & Watches,Birthday | Anniversary | Graduation | General / Any Occasion,Her,"SAR 1,500+",Luxury,"Jewelry & Watches | Female | Teen–Adult | Birthday | Anniversary | Graduation | General / Any Occasion | Her | SAR 1,500+",Complete,ounas-jewellery.csv,Jewelry & Watches,Jewellery,Fashion Accessory,"Emotion Open Bracelet in 18kt Yellow Gold by Fabergé is a fashion accessory in the jewellery subcategory, suited to her, available from Ounass."
GIFT-18491,Capriccio Document Pouch,Capriccio,9.0,SAR,Jarir,Office,https://www.jarir.com/sa-en/non-branded-document-and-sheet-protector-472671.html,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=380,height=380,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/472671.jpg",Unisex,All Ages,Office & Study,General / Any Occasion,Anyone,Under SAR 100,Budget,Office & Study | Unisex | All Ages | General / Any Occasion | Anyone | Under SAR 100,Complete,jarir-office.csv,Office & Study,Accessories,Single Product,"Capriccio Document Pouch by Capriccio is a single product in the accessories subcategory, suited to anyone, available from Jarir."
GIFT-15023,Faber-Castell 9000 Sketch Pencil,Faber-Castell,4.0,SAR,Jarir,Arts And Crafts | Office,https://www.jarir.com/sa-en/faber-castell-9000-wooden-pencils-72809.html,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=380,height=380,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/7/2/72809.jpg",Unisex,All Ages,Arts & Crafts,Birthday | General / Any Occasion,Anyone,Under SAR 100,Budget,Arts & Crafts | Unisex | All Ages | Birthday | General / Any Occasion | Anyone | Under SAR 100,Complete,jarir-arts-and-crafts.csv,Arts & Crafts,Arts & Crafts,Single Product,"Faber-Castell 9000 Sketch Pencil by Faber-Castell is a single product in the arts & crafts subcategory, suited to anyone, available from Jarir."
GIFT-31624,Topaz Bezel Pear Drop Necklace in 14kt Yellow Gold,Mateo New York,3000.0,SAR,Ounass,Jewellery,https://en-saudi.ounass.com/shop-mateo-new-york-topaz-bezel-pear-drop-necklace-in-14kt-yellow-gold-for-women-218443460_205.html,"https://ounass-sa.atgcdn.ae/small_light(dw=350,of=webp)/pub/media/catalog/product/2/1/218443460_y-gold_in.jpg?ts=1754383083.3389",Female,Teen–Adult,Jewelry & Watches,Birthday | Anniversary | Graduation | General / Any Occasion,Her,"SAR 1,500+",Luxury,"Jewelry & Watches | Female | Teen–Adult | Birthday | Anniversary | Graduation | General / Any Occasion | Her | SAR 1,500+",Complete,ounas-jewellery.csv,Jewelry & Watches,Jewellery,Fashion Accessory,"Topaz Bezel Pear Drop Necklace in 14kt Yellow Gold by Mateo New York is a fashion accessory in the jewellery subcategory, suited to her, available from Ounass."
GIFT-33424,"3W Glide & Hide Blurring Concealer, 8g",TIRTIR,84.0,SAR,Ounass,Makeup,https://en-saudi.ounass.com/shop-tirtir-3w-glide-hide-blurring-concealer-8g-for-women-219339359_16911.html,"https://ounass-sa.atgcdn.ae/small_light(dw=350,of=webp)/pub/media/catalog/product/2/1/219339364_nocolor_in.jpg?ts=1769770169.4196",Female,Teen–Adult,Jewelry & Watches,General / Any Occasion,Her,Under SAR 100,Budget,Jewelry & Watches | Female | Teen–Adult | General / Any Occasion | Her | Under SAR 100,Complete,ounas-makeup.csv,Jewelry & Watches,Makeup,Beauty / Self-Care Gift,"3W Glide & Hide Blurring Concealer, 8g by TIRTIR is a beauty / self-care gift in the makeup subcategory, suited to her, available from Ounass."
GIFT-12377,Otath Wooden Top Coffee Table,,479.0,SAR,Homecenter,Living Room,https://www.homecentre.com/sa/en/buy-otath-wooden-top-coffee-table/p/168157742,https://cdn.media.amplience.net/i/lmg/website_images_static-pages_brand_exp_brand2images_loadingimages_homecentre_sa_en_loading_150@2x?fmt=auto,Unisex,All Ages,Home & Décor,Birthday | Thank You | General / Any Occasion,Family / Home,SAR 300-699,Premium,Home & Décor | Unisex | All Ages | Birthday | Thank You | General / Any Occasion | Family / Home | SAR 300-699,Missing: Brand,homecentre-living-room.csv,Home & Décor,Coffee & Tea,Edible Gift,"Otath Wooden Top Coffee Table is a edible gift in the coffee & tea subcategory, suited to family / home, available from Homecenter."
GIFT-11204,Vasto 6-Seater Marble Top Dining Set,,6592.0,SAR,Homecenter,Dinning,https://www.homecentre.com/sa/en/buy-vasto-6seater-marble-top-dining-set/p/910011847-HC03042026,,Unisex,Adult only,Home & Décor,General / Any Occasion,Family / Home,"SAR 1,500+",Luxury,"Home & Décor | Unisex | Adult only | General / Any Occasion | Family / Home | SAR 1,500+","Missing: Brand, Image",homecentre-dinning.csv,Home & Décor,Dinning,Single Product,"Vasto 6-Seater Marble Top Dining Set is a single product in the dinning subcategory, suited to family / home, available from Homecenter."
GIFT-16823,"HP OMEN 27q G2 27"" Gaming Monitor",,849.0,SAR,Jarir,Gaming,https://www.jarir.com/sa-en/hp-omen-27q-g2-lcd-monitors-660271.html,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=380,height=380,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/8/3/0/d/830db4b12627581fd7bc389fb6fdaba008a62ae1_660271.jpg",Unisex,Teen–Adult,Gaming,Birthday | General / Any Occasion,Anyone,"SAR 700-1,499",Premium,"Gaming | Unisex | Teen–Adult | Birthday | General / Any Occasion | Anyone | SAR 700-1,499",Missing: Brand,jarir-gaming.csv,Gaming,Gaming,Single Product,"HP OMEN 27q G2 27"" Gaming Monitor is a single product in the gaming subcategory, suited to anyone, available from Jarir."
GIFT-16934,Keychron K1 Max TKL RGB Red Mechanical Switch Gaming Keyboard,Keychron,489.0,SAR,Jarir,Gaming,https://www.jarir.com/sa-en/keychron-k1-keyboard-mouse-combo-641318.html,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=380,height=380,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/8/2/8/a/828a0a2a04831bd1680c8faea8495ce6e0d92ec8_641318.jpg",Unisex,Teen–Adult,Gaming,Birthday | General / Any Occasion,Anyone,SAR 300-699,Premium,Gaming | Unisex | Teen–Adult | Birthday | General / Any Occasion | Anyone | SAR 300-699,Complete,jarir-gaming.csv,Gaming,Gaming,Single Product,"Keychron K1 Max TKL RGB Red Mechanical Switch Gaming Keyboard by Keychron is a single product in the gaming subcategory, suited to anyone, available from Jarir."
GIFT-01040,Calfskin Nappa Portofino Sneakers,Dolce & Gabbana,2800.0,SAR,Bloomingdales,For Him Gift,https://en.bloomingdales.sa/dolce-gabbana--calfskin-nappa-portofino-sneakers-SHO216331784xWhite.html,https://en.bloomingdales.sa/on/demandware.static/-/Sites-bloomingdales-master-catalog/default/dw4b309969/sfcc-new-blm-production/2/1/7/8/7/217874821_IN.jpg,Male,Teen–Adult,Fashion & Accessories,General / Any Occasion,Him,"SAR 1,500+",Luxury,"Fashion & Accessories | Male | Teen–Adult | General / Any Occasion | Him | SAR 1,500+",Complete,blooming-for-him-gift.csv,Fashion & Accessories,Shoes,Single Product,"Calfskin Nappa Portofino Sneakers by Dolce & Gabbana is a single product in the shoes subcategory, suited to him, available from Bloomingdales."
GIFT-35656,Cloud 6 Push Low-top Sneakers in Mesh,On,890.0,SAR,Ounass,Shoes,https://en-saudi.ounass.com/shop-on-cloud-6-push-low-top-sneakers-in-mesh-for-women-218323919_223.html,"https://ounass-sa.atgcdn.ae/small_light(dw=350,of=webp)/pub/media/catalog/product/2/1/218323919_lor_in.jpg?ts=1774356578.4004",Female,Teen–Adult,Fashion & Accessories,Birthday | Anniversary | Graduation | General / Any Occasion,Her,"SAR 700-1,499",Premium,"Fashion & Accessories | Female | Teen–Adult | Birthday | Anniversary | Graduation | General / Any Occasion | Her | SAR 700-1,499",Complete,ounas-shoes.csv,Fashion & Accessories,Perfume & Fragrance,Single Product,"Cloud 6 Push Low-top Sneakers in Mesh by On is a single product in the perfume & fragrance subcategory, suited to her, available from Ounass."
GIFT-39989,Vera Logo Sandals in Leather,Michael Kors,765.0,SAR,Ounass,Shoes,https://en-saudi.ounass.com/shop-michael-kors-vera-logo-sandals-in-leather-for-women-217240468_13.html,"https://ounass-sa.atgcdn.ae/small_light(dw=350,of=webp)/pub/media/catalog/product/2/1/217240468_black_in.jpg?ts=1712323614.8176",Female,Teen–Adult,Fashion & Accessories,General / Any Occasion,Her,"SAR 700-1,499",Premium,"Fashion & Accessories | Female | Teen–Adult | General / Any Occasion | Her | SAR 700-1,499",Complete,ounas-shoes.csv,Fashion & Accessories,Shoes,Single Product,"Vera Logo Sandals in Leather by Michael Kors is a single product in the shoes subcategory, suited to her, available from Ounass."
GIFT-27668,"K18 AirWash Dry Shampoo, 118ml",K18,225.0,SAR,Ounass,Haircare,https://en-saudi.ounass.com/shop-k18-k18-airwash-dry-shampoo-118ml-for-unisex-218123390_242.html,"https://ounass-sa.atgcdn.ae/small_light(dw=350,of=webp)/pub/media/catalog/product/2/1/218123390_nocolor_in.jpg?ts=1758782645.1066",Unisex,Teen–Adult,Beauty & Self-Care,General / Any Occasion,Anyone,SAR 100-299,Affordable,Beauty & Self-Care | Unisex | Teen–Adult | General / Any Occasion | Anyone | SAR 100-299,Complete,ounas-haircare.csv,Beauty & Self-Care,Haircare,Single Product,"K18 AirWash Dry Shampoo, 118ml by K18 is a single product in the haircare subcategory, suited to anyone, available from Ounass."
GIFT-20274,Bestway Above-Ground Pool Cover 427 Cm×427 Cm×20 Cm,,59.0,SAR,Jarir,Toys And Kids,https://www.jarir.com/sa-en/bestway-poolcover-pool-covers-jpp-6942138951691.html,https://ak-asset.jarir.com/akeneo-prod/catalog/2/5/1/5/25157a10aa5cedd8ea87cd411a18a036de6c1b75_OnlineExclusive_EN.png,Unisex,Child–Teen,Toys & Games,Birthday | General / Any Occasion,Child,Under SAR 100,Budget,Toys & Games | Unisex | Child–Teen | Birthday | General / Any Occasion | Child | Under SAR 100,Missing: Brand,jarir-toys-and-kids.csv,Toys & Games,Toys,Toy / Entertainment,"Bestway Above-Ground Pool Cover 427 Cm×427 Cm×20 Cm is a toy / entertainment in the toys subcategory, suited to child, available from Jarir."
GIFT-45145,انتكس - عوامة سباحة قابلة للنفخ شكل ذيل حورية البحر - متعددة الالوان,,79.35,SAR,Baby Story,Baby Story - Girls,https://baby-story.com/ar/vXQpoQo,https://supportatit-babystory-addons.odoo.com/web/image/197680?unique=739194837648c04acd7c3fe101b47ad1aae9b3c3.gif,Female,Child–Teen,Toys & Games,Birthday | General / Any Occasion,Child,Under SAR 100,Budget,Toys & Games | Female | Child–Teen | Birthday | General / Any Occasion | Child | Under SAR 100,Complete,baby-story-girls.csv,Toys & Games,Toys,Toy / Entertainment,انتكس - عوامة سباحة قابلة للنفخ شكل ذيل حورية البحر - متعددة الالوان from Baby Story.
GIFT-38931,Saeda 100 Crystal-embellished Pumps in Satin,Jimmy Choo,9790.0,SAR,Ounass,Shoes,https://en-saudi.ounass.com/shop-jimmy-choo-saeda-100-crystal-embellished-pumps-in-satin-for-women-216602665_195.html,"https://ounass-sa.atgcdn.ae/small_light(dw=350,of=webp)/pub/media/catalog/product/2/1/216602665_multi_in.jpg?ts=1703853616.9917",Female,Teen–Adult,Fashion & Accessories,General / Any Occasion,Her,"SAR 1,500+",Luxury,"Fashion & Accessories | Female | Teen–Adult | General / Any Occasion | Her | SAR 1,500+",Complete,ounas-shoes.csv,Fashion & Accessories,Shoes,Single Product,"Saeda 100 Crystal-embellished Pumps in Satin by Jimmy Choo is a single product in the shoes subcategory, suited to her, available from Ounass."
GIFT-10288,Artiso Fabric Dining Chair,,519.0,SAR,Homecenter,Dinning,https://www.homecentre.com/sa/en/buy-artiso-fabric-dining-chair/p/168445716,,Unisex,All Ages,Arts & Crafts,Birthday | General / Any Occasion,Anyone,SAR 300-699,Premium,Arts & Crafts | Unisex | All Ages | Birthday | General / Any Occasion | Anyone | SAR 300-699,"Missing: Brand, Image",homecentre-dinning.csv,Arts & Crafts,Arts & Crafts,Single Product,"Artiso Fabric Dining Chair is a single product in the arts & crafts subcategory, suited to anyone, available from Homecenter."
GIFT-25527,Mini Primrose Top Handle Bag in Canvas,Burberry,6900.0,SAR,Ounass,Bags,https://en-saudi.ounass.com/shop-burberry-mini-primrose-top-handle-bag-in-canvas-for-women-219711316_7762.html,"https://ounass-sa.atgcdn.ae/small_light(dw=350,of=webp)/pub/media/catalog/product/2/1/219711316_beige_in.jpg?ts=1783665202.1183",Female,Teen–Adult,Arts & Crafts,General / Any Occasion,Her,"SAR 1,500+",Luxury,"Arts & Crafts | Female | Teen–Adult | General / Any Occasion | Her | SAR 1,500+",Complete,ounas-bags.csv,Arts & Crafts,Bags & Wallets,Fashion Accessory,"Mini Primrose Top Handle Bag in Canvas by Burberry is a fashion accessory in the bags & wallets subcategory, suited to her, available from Ounass."
